time,open,high,low,close,volume
2019-09-29 00:05,8087.820000000000,8087.82,8062.5,8064.310000000000,22.51483919
2019-09-29 00:10,8071.940000000000,8071.94,8034.89,8054.400000000000,80.64436586000002
2019-09-29 00:15,8055.420000000000,8065.91,8009.84,8036.200000000000,74.79955280000001
2019-09-29 00:20,8045.610000000000,8061.99,8036.26,8048.710000000000,3.4579445000000004
2019-09-29 00:25,8059.040000000000,8060.79,8034.73,8049.150000000000,5.90359547
2019-09-29 00:30,8050.730000000000,8074.66,8050.73,8073.080000000000,8.108319970000002
2019-09-29 00:35,8062.780000000000,8075.33,8059.79,8061.070000000000,2.89846721
2019-09-29 00:40,8056.170000000000,8062.33,8040.0,8044.050000000000,2.9644192900000004
2019-09-29 00:45,8053.900000000000,8072.11,8040.04,8060.550000000000,3.5136427199999996
2019-09-29 00:50,8060.550000000000,8093.15,8060.55,8081.180000000000,29.21163368
2019-09-29 00:55,8088.200000000000,8093.96,8070.43,8078.860000000000,11.948128029999994
2019-09-29 01:00,8070.550000000000,8088.49,8070.44,8088.490000000000,0.13086957000000002
2019-09-29 01:05,8085.190000000000,8085.19,8061.58,8068.290000000000,15.393772899999993
2019-09-29 01:10,8081.030000000000,8124.18,8070.92,8106.100000000000,40.028699460000006
2019-09-29 01:15,8110.040000000000,8122.77,8093.06,8102.630000000000,7.940627029999998
2019-09-29 01:20,8116.470000000000,8146.78,8105.15,8127.550000000000,17.732293229999996
2019-09-29 01:25,8123.940000000000,8143.22,8116.96,8126.000000000000,8.93131619
2019-09-29 01:30,8130.000000000000,8142.9,8128.0,8130.660000000000,11.930078470000002
2019-09-29 01:35,8127.880000000000,8128.66,8100.11,8114.230000000000,25.61942581
2019-09-29 01:40,8114.230000000000,8114.23,8100.94,8103.140000000000,6.993864389999998
2019-09-29 01:45,8110.470000000000,8118.93,8103.04,8108.510000000000,2.52675782
2019-09-29 01:50,8121.300000000000,8135.68,8109.58,8119.030000000000,7.947126949999999
2019-09-29 01:55,8122.530000000000,8125.99,8104.55,8116.350000000000,10.043925670000004
2019-09-29 02:00,8104.550000000000,8119.43,8104.55,8104.550000000000,3.86976974
2019-09-29 02:05,8109.990000000000,8115.39,8100.08,8114.440000000000,2.42739685
2019-09-29 02:10,8106.720000000000,8119.94,8103.56,8109.980000000000,5.7543053299999976
2019-09-29 02:15,8116.550000000000,8128.04,8115.39,8128.040000000000,7.617024900000001
2019-09-29 02:20,8128.030000000000,8135.7,8122.82,8131.000000000000,8.24412015
2019-09-29 02:25,8123.790000000000,8139.0,8122.78,8139.000000000000,12.783032080000002
2019-09-29 02:30,8145.650000000000,8145.65,8131.62,8132.080000000000,18.64630249
2019-09-29 02:35,8139.910000000000,8139.92,8128.27,8128.270000000000,8.21777618
2019-09-29 02:40,8134.500000000000,8134.68,8113.2,8123.660000000000,11.097079959999997
2019-09-29 02:45,8113.120000000000,8124.47,8113.12,8114.740000000000,5.155117649999999
2019-09-29 02:50,8124.440000000000,8130.03,8119.49,8123.450000000000,2.9936615000000004
2019-09-29 02:55,8129.930000000000,8136.83,8121.25,8127.320000000000,5.68716236
2019-09-29 03:00,8135.780000000000,8173.86,8127.66,8155.430000000000,75.06236813999999
2019-09-29 03:05,8155.110000000000,8171.8,8140.83,8162.030000000000,51.27320312999998
2019-09-29 03:10,8160.220000000000,8172.96,8150.18,8150.180000000000,32.674869699999995
2019-09-29 03:15,8160.000000000000,8191.18,8160.0,8163.670000000000,53.30767667999999
2019-09-29 03:20,8173.760000000000,8173.76,8147.48,8163.580000000000,18.815014250000004
2019-09-29 03:25,8150.690000000000,8162.61,8142.73,8149.510000000000,9.4238267
2019-09-29 03:30,8161.750000000000,8166.16,8150.77,8156.540000000000,1.1308114499999997
2019-09-29 03:35,8156.580000000000,8179.76,8156.58,8170.000000000000,12.850515309999997
2019-09-29 03:40,8170.000000000000,8170.0,8144.13,8144.130000000000,5.7546523600000015
2019-09-29 03:45,8144.140000000000,8154.1,8140.01,8140.050000000000,3.3533582300000004
2019-09-29 03:50,8140.090000000000,8151.99,8136.55,8147.690000000000,4.21290938
2019-09-29 03:55,8147.690000000000,8155.11,8146.71,8146.710000000000,3.84172973
2019-09-29 04:00,8153.090000000000,8153.09,8142.74,8150.150000000000,1.4588398599999999
2019-09-29 04:05,8145.830000000000,8150.24,8141.6,8141.600000000000,4.01595949
2019-09-29 04:10,8137.690000000000,8144.79,8137.49,8137.490000000000,1.1403957000000002
2019-09-29 04:15,8143.050000000000,8146.65,8137.51,8143.990000000000,2.2286250199999995
2019-09-29 04:20,8142.000000000000,8144.0,8137.49,8137.490000000000,2.14068379
2019-09-29 04:25,8134.080000000000,8137.51,8124.64,8134.090000000000,3.9002013600000005
2019-09-29 04:30,8125.410000000000,8126.61,8113.55,8115.290000000000,45.42521832
2019-09-29 04:35,8123.190000000000,8139.99,8115.3,8131.550000000000,5.3156622
2019-09-29 04:40,8139.620000000000,8139.62,8128.83,8128.830000000000,2.10378794
2019-09-29 04:45,8138.500000000000,8138.5,8124.24,8130.000000000000,9.35177596
2019-09-29 04:50,8131.450000000000,8146.92,8131.45,8138.120000000000,11.287734969999999
2019-09-29 04:55,8145.000000000000,8150.98,8138.22,8140.410000000000,42.26491478
2019-09-29 05:00,8140.700000000000,8160.24,8140.15,8160.000000000000,49.10005816999998
2019-09-29 05:05,8160.000000000000,8163.99,8150.0,8154.430000000000,19.03999441
2019-09-29 05:10,8159.530000000000,8162.88,8150.01,8161.510000000000,12.959427109999998
2019-09-29 05:15,8150.510000000000,8162.95,8150.51,8151.260000000000,18.917912680000004
2019-09-29 05:20,8151.320000000000,8159.48,8137.03,8137.030000000000,1.9566629500000001
2019-09-29 05:25,8145.150000000000,8147.39,8134.88,8134.880000000000,2.45955642
2019-09-29 05:30,8142.450000000000,8147.08,8138.0,8139.000000000000,0.9903225200000001
2019-09-29 05:35,8139.000000000000,8149.96,8132.2,8149.660000000000,5.479566919999999
2019-09-29 05:40,8149.830000000000,8149.83,8138.21,8139.420000000000,0.22875713999999997
2019-09-29 05:45,8147.730000000000,8148.46,8137.52,8140.010000000000,0.99009341
2019-09-29 05:50,8148.490000000000,8180.0,8140.0,8171.950000000000,24.869627660000006
2019-09-29 05:55,8185.020000000000,8192.93,8169.81,8183.880000000000,9.30737699
2019-09-29 06:00,8191.000000000000,8191.0,8164.85,8165.580000000000,14.979526530000001
2019-09-29 06:05,8160.040000000000,8171.39,8149.97,8156.980000000000,2.6970665400000002
2019-09-29 06:10,8157.150000000000,8170.75,8149.97,8150.230000000000,2.96572489
2019-09-29 06:15,8153.550000000000,8164.91,8148.4,8153.120000000000,1.3312566600000002
2019-09-29 06:20,8163.030000000000,8176.91,8153.17,8176.910000000000,5.05479965
2019-09-29 06:25,8165.720000000000,8178.31,8165.72,8166.120000000000,0.18782956000000006
2019-09-29 06:30,8162.510000000000,8173.79,8157.0,8157.000000000000,4.00063463
2019-09-29 06:35,8155.580000000000,8164.94,8155.57,8156.500000000000,0.16985022
2019-09-29 06:40,8165.830000000000,8173.86,8156.5,8162.130000000000,0.3502302
2019-09-29 06:45,8173.830000000000,8173.83,8159.67,8170.060000000000,19.63765712
2019-09-29 06:50,8159.540000000000,8171.13,8159.54,8161.040000000000,0.7752813900000001
2019-09-29 06:55,8168.470000000000,8168.47,8143.1,8149.210000000000,7.122598559999998
2019-09-29 07:00,8140.460000000000,8149.42,8130.61,8132.020000000000,20.885100180000002
2019-09-29 07:05,8132.190000000000,8146.07,8119.52,8119.970000000000,14.727786300000004
2019-09-29 07:10,8119.960000000000,8127.88,8101.34,8101.480000000000,15.559617300000003
2019-09-29 07:15,8116.260000000000,8117.59,8102.71,8104.000000000000,0.41229188000000005
2019-09-29 07:20,8111.190000000000,8111.2,8077.61,8089.250000000000,106.58068595999995
2019-09-29 07:25,8111.960000000000,8115.62,8081.56,8082.080000000000,53.65740311000001
2019-09-29 07:30,8096.010000000000,8106.8,8082.54,8099.430000000000,23.76031332
2019-09-29 07:35,8091.000000000000,8115.64,8076.69,8115.640000000000,41.02242473
2019-09-29 07:40,8119.140000000000,8161.39,8119.14,8138.140000000000,40.32413982999998
2019-09-29 07:45,8148.040000000000,8345.81,8138.15,8323.870000000000,223.8754436899999
2019-09-29 07:50,8323.870000000000,8356.4,8089.51,8146.220000000000,564.2638406300007
2019-09-29 07:55,8215.620000000000,8244.09,8159.97,8190.030000000000,116.92149596999998
2019-09-29 08:00,8174.090000000000,8192.44,8119.95,8161.030000000000,111.99747041000002
2019-09-29 08:05,8153.020000000000,8186.94,8147.23,8169.470000000000,24.51054167
2019-09-29 08:10,8180.320000000000,8180.32,8140.3,8140.300000000000,20.215537509999997
2019-09-29 08:15,8152.210000000000,8161.86,8140.09,8149.260000000000,8.826338620000001
2019-09-29 08:20,8161.090000000000,8184.24,8149.26,8181.360000000000,18.57022094
2019-09-29 08:25,8173.590000000000,8190.26,8167.57,8175.810000000000,3.02687357
2019-09-29 08:30,8188.230000000000,8189.55,8175.01,8188.020000000000,1.00393714
2019-09-29 08:35,8179.030000000000,8197.04,8179.03,8184.130000000000,2.52634196
2019-09-29 08:40,8196.910000000000,8225.58,8181.63,8225.580000000000,81.14133043
2019-09-29 08:45,8214.390000000000,8239.47,8192.94,8205.370000000000,81.82617390000003
2019-09-29 08:50,8197.800000000000,8212.08,8193.72,8194.980000000000,7.037883460000001
2019-09-29 08:55,8200.440000000000,8226.77,8194.84,8212.800000000000,39.54780232
2019-09-29 09:00,8221.160000000000,8228.52,8210.04,8218.070000000000,4.835095910000001
2019-09-29 09:05,8218.070000000000,8240.91,8210.1,8222.010000000000,52.59685099
2019-09-29 09:10,8238.490000000000,8244.07,8219.18,8222.510000000000,25.00197771
2019-09-29 09:15,8233.980000000000,8233.98,8194.28,8207.200000000000,28.960226190000004
2019-09-29 09:20,8213.420000000000,8219.57,8197.92,8198.790000000000,14.105136509999998
2019-09-29 09:25,8200.440000000000,8204.41,8186.1,8195.340000000000,7.493572030000001
2019-09-29 09:30,8187.840000000000,8198.06,8183.59,8187.750000000000,15.11519324
2019-09-29 09:35,8195.030000000000,8195.03,8181.95,8188.310000000000,9.61374048
2019-09-29 09:40,8180.320000000000,8195.02,8176.0,8184.160000000000,2.3466540700000005
2019-09-29 09:45,8182.860000000000,8198.03,8182.86,8198.030000000000,22.156886450000002
2019-09-29 09:50,8190.200000000000,8199.54,8187.9,8189.400000000000,8.03539807
2019-09-29 09:55,8195.980000000000,8204.96,8189.44,8192.400000000000,22.626431799999995
2019-09-29 10:00,8198.670000000000,8218.94,8198.67,8218.910000000000,11.155427249999999
2019-09-29 10:05,8208.890000000000,8218.83,8205.58,8205.580000000000,17.421843180000003
2019-09-29 10:10,8215.540000000000,8215.54,8203.89,8204.900000000000,0.45790487
2019-09-29 10:15,8204.900000000000,8210.29,8189.06,8199.170000000000,7.532384090000006
2019-09-29 10:20,8189.070000000000,8201.67,8183.51,8183.510000000000,17.707063949999988
2019-09-29 10:25,8188.060000000000,8194.45,8183.5,8183.610000000000,1.06125627
2019-09-29 10:30,8183.650000000000,8192.97,8183.5,8183.540000000000,27.72724372999999
2019-09-29 10:35,8190.000000000000,8192.62,8183.61,8184.500000000000,10.485673480000003
2019-09-29 10:40,8192.610000000000,8192.61,8177.45,8177.670000000000,4.743383200000001
2019-09-29 10:45,8177.710000000000,8183.97,8176.27,8183.970000000000,4.3347631799999995
2019-09-29 10:50,8176.780000000000,8184.0,8174.39,8176.000000000000,27.691744639999996
2019-09-29 10:55,8181.480000000000,8188.97,8174.51,8183.900000000000,18.726731440000002
2019-09-29 11:00,8188.970000000000,8189.0,8177.4,8177.400000000000,1.36922885
2019-09-29 11:05,8182.580000000000,8182.58,8175.93,8176.070000000000,0.29935940000000005
2019-09-29 11:10,8180.590000000000,8180.59,8173.11,8173.400000000000,15.588106780000004
2019-09-29 11:15,8177.530000000000,8180.01,8161.19,8167.480000000000,14.451305329999993
2019-09-29 11:20,8175.690000000000,8180.0,8169.05,8170.280000000000,0.2028843
2019-09-29 11:25,8179.710000000000,8184.99,8175.07,8184.880000000000,13.151225479999995
2019-09-29 11:30,8184.770000000000,8184.77,8175.8,8177.310000000000,0.12504795000000002
2019-09-29 11:35,8178.860000000000,8184.26,8175.03,8175.030000000000,6.24250004
2019-09-29 11:40,8175.030000000000,8181.3,8170.92,8171.340000000000,1.3866318299999998
2019-09-29 11:45,8180.340000000000,8180.34,8171.28,8171.280000000000,0.5157917299999999
2019-09-29 11:50,8171.280000000000,8174.95,8164.17,8164.410000000000,13.919951430000003
2019-09-29 11:55,8162.110000000000,8173.07,8162.11,8163.420000000000,8.781519990000005
2019-09-29 12:00,8163.410000000000,8171.08,8159.0,8159.000000000000,31.133655049999994
2019-09-29 12:05,8159.000000000000,8166.2,8142.59,8148.700000000000,21.576042739999995
2019-09-29 12:10,8147.280000000000,8163.01,8146.92,8157.920000000000,11.064990969999997
2019-09-29 12:15,8163.660000000000,8173.17,8156.97,8164.370000000000,2.94081318
2019-09-29 12:20,8164.190000000000,8178.29,8159.33,8159.330000000000,5.945464999999998
2019-09-29 12:25,8164.390000000000,8168.22,8153.32,8154.410000000000,13.173856999999995
2019-09-29 12:30,8163.610000000000,8167.16,8151.66,8156.810000000000,13.247987070000008
2019-09-29 12:35,8166.550000000000,8166.56,8154.99,8155.080000000000,6.9462259799999995
2019-09-29 12:40,8162.570000000000,8167.19,8155.4,8156.460000000000,5.839775409999996
2019-09-29 12:45,8156.490000000000,8167.19,8156.46,8157.290000000000,11.5492768
2019-09-29 12:50,8167.130000000000,8167.13,8149.89,8149.890000000000,2.3078540999999997
2019-09-29 12:55,8160.390000000000,8160.39,8142.68,8154.350000000000,3.40375194
2019-09-29 13:00,8148.140000000000,8154.35,8129.12,8138.920000000000,23.680079360000008
2019-09-29 13:05,8145.470000000000,8152.43,8131.79,8145.420000000000,16.076423480000003
2019-09-29 13:10,8147.000000000000,8159.16,8143.92,8148.570000000000,6.17063124
2019-09-29 13:15,8147.350000000000,8156.38,8145.92,8148.780000000000,7.746424430000001
2019-09-29 13:20,8156.310000000000,8156.31,8148.62,8149.420000000000,0.7342665300000001
2019-09-29 13:25,8156.250000000000,8156.25,8149.42,8149.420000000000,5.5863822500000015
2019-09-29 13:30,8155.990000000000,8155.99,8140.49,8140.490000000000,26.85718199
2019-09-29 13:35,8137.160000000000,8146.13,8133.41,8135.270000000000,5.74815892
2019-09-29 13:40,8140.140000000000,8140.84,8133.03,8133.030000000000,1.7361376200000003
2019-09-29 13:45,8139.680000000000,8139.68,8116.67,8125.550000000000,27.503647199999993
2019-09-29 13:50,8128.590000000000,8132.37,8116.43,8123.940000000000,2.71321191
2019-09-29 13:55,8129.520000000000,8134.03,8117.94,8131.590000000000,2.6015704199999994
2019-09-29 14:00,8131.850000000000,8138.67,8123.91,8123.910000000000,1.8016897900000002
2019-09-29 14:05,8128.670000000000,8128.67,8120.01,8120.010000000000,15.136877660000003
2019-09-29 14:10,8123.020000000000,8134.68,8115.01,8122.660000000000,4.22774556
2019-09-29 14:15,8134.630000000000,8149.58,8125.56,8139.820000000000,3.06836601
2019-09-29 14:20,8149.500000000000,8156.18,8145.46,8146.560000000000,2.19508354
2019-09-29 14:25,8136.410000000000,8151.34,8135.22,8151.340000000000,0.9827675
2019-09-29 14:30,8151.340000000000,8156.19,8137.04,8137.380000000000,4.7714078099999995
2019-09-29 14:35,8149.060000000000,8153.23,8138.12,8140.390000000000,1.70985219
2019-09-29 14:40,8138.620000000000,8142.57,8129.01,8129.010000000000,34.91764055
2019-09-29 14:45,8134.840000000000,8139.92,8127.88,8130.950000000000,0.7606393699999999
2019-09-29 14:50,8138.900000000000,8147.17,8133.8,8135.010000000000,1.4299136799999994
2019-09-29 14:55,8135.630000000000,8145.29,8135.0,8135.010000000000,0.35584305999999993
2019-09-29 15:00,8139.380000000000,8147.98,8135.01,8145.240000000000,1.1612619799999997
2019-09-29 15:05,8135.010000000000,8141.14,8121.43,8121.430000000000,22.524503150000008
2019-09-29 15:10,8121.430000000000,8130.66,8120.0,8121.210000000000,10.05176577
2019-09-29 15:15,8129.830000000000,8133.82,8120.03,8126.920000000000,0.18137063
2019-09-29 15:20,8120.780000000000,8135.23,8120.78,8125.440000000000,1.1916838300000003
2019-09-29 15:25,8133.100000000000,8138.46,8123.21,8123.330000000000,2.5484053900000005
2019-09-29 15:30,8123.350000000000,8129.2,8123.33,8124.000000000000,0.49424845000000023
2019-09-29 15:35,8128.000000000000,8128.0,8105.39,8114.460000000000,38.77402572000002
2019-09-29 15:40,8107.350000000000,8126.88,8105.61,8119.790000000000,6.01750421
2019-09-29 15:45,8126.050000000000,8126.05,8104.22,8104.220000000000,2.6833115299999992
2019-09-29 15:50,8102.890000000000,8111.99,8087.67,8102.190000000000,53.714371800000016
2019-09-29 15:55,8102.190000000000,8115.56,8100.05,8105.590000000000,2.10676486
2019-09-29 16:00,8112.300000000000,8115.5,8095.08,8095.080000000000,6.27543655
2019-09-29 16:05,8095.080000000000,8112.58,8090.58,8102.820000000000,21.109464070000005
2019-09-29 16:10,8108.860000000000,8112.7,8103.77,8107.160000000000,0.14886384
2019-09-29 16:15,8103.560000000000,8103.56,8090.02,8090.020000000000,1.7627520800000003
2019-09-29 16:20,8090.020000000000,8103.62,8084.33,8084.330000000000,20.261251740000002
2019-09-29 16:25,8093.030000000000,8093.03,8049.22,8081.970000000000,118.00783997000006
2019-09-29 16:30,8086.420000000000,8091.39,8074.8,8078.040000000000,4.762032310000001
2019-09-29 16:35,8078.110000000000,8094.31,8078.11,8084.740000000000,0.16246617000000005
2019-09-29 16:40,8087.110000000000,8111.07,8087.11,8099.990000000000,9.03549157
2019-09-29 16:45,8098.150000000000,8114.86,8097.12,8098.700000000000,2.0571362100000004
2019-09-29 16:50,8111.860000000000,8111.86,8099.59,8100.300000000000,1.5571877899999997
2019-09-29 16:55,8100.280000000000,8104.39,8089.0,8093.580000000000,14.87734822
2019-09-29 17:00,8104.140000000000,8109.78,8091.32,8099.500000000000,0.23473104000000003
2019-09-29 17:05,8099.980000000000,8126.73,8099.98,8117.810000000000,4.4785024999999985
2019-09-29 17:10,8126.700000000000,8129.84,8117.48,8122.160000000000,17.84751622
2019-09-29 17:15,8130.370000000000,8134.17,8123.71,8124.000000000000,10.524702490000001
2019-09-29 17:20,8122.170000000000,8130.07,8111.07,8124.570000000000,15.099022860000003
2019-09-29 17:25,8114.700000000000,8127.77,8108.01,8120.400000000000,8.740160300000003
2019-09-29 17:30,8120.960000000000,8132.29,8120.96,8128.790000000000,6.28352905
2019-09-29 17:35,8128.790000000000,8131.49,8125.14,8125.140000000000,16.892971890000002
2019-09-29 17:40,8125.140000000000,8128.59,8118.35,8118.350000000000,1.69839021
2019-09-29 17:45,8125.910000000000,8126.93,8114.66,8114.660000000000,1.1572354099999997
2019-09-29 17:50,8125.740000000000,8126.0,8109.24,8109.310000000000,2.40451907
2019-09-29 17:55,8119.130000000000,8119.13,8105.0,8105.010000000000,2.5109396599999996
2019-09-29 18:00,8105.010000000000,8112.83,8104.09,8104.090000000000,0.26554736
2019-09-29 18:05,8111.040000000000,8111.04,8084.42,8093.770000000000,27.972048459999993
2019-09-29 18:10,8093.770000000000,8100.4,8086.03,8089.140000000000,11.277373850000002
2019-09-29 18:15,8091.740000000000,8101.0,8087.0,8097.830000000000,1.0372548000000001
2019-09-29 18:20,8087.470000000000,8105.91,8087.47,8105.910000000000,1.2924916699999998
2019-09-29 18:25,8095.480000000000,8111.88,8095.48,8106.940000000000,2.1423739499999996
2019-09-29 18:30,8113.200000000000,8129.55,8107.43,8118.270000000000,0.8365751299999998
2019-09-29 18:35,8130.000000000000,8138.58,8120.75,8128.520000000000,10.181753150000004
2019-09-29 18:40,8135.050000000000,8135.05,8121.0,8122.850000000000,3.0197789100000003
2019-09-29 18:45,8132.150000000000,8132.15,8114.91,8114.910000000000,0.80797637
2019-09-29 18:50,8115.000000000000,8120.0,8098.26,8103.000000000000,10.103806790000002
2019-09-29 18:55,8095.620000000000,8109.21,8095.49,8109.210000000000,6.403035699999999
2019-09-29 19:00,8102.820000000000,8121.28,8100.53,8107.960000000000,1.15038917
2019-09-29 19:05,8118.410000000000,8124.0,8105.68,8115.280000000000,1.3585244999999997
2019-09-29 19:10,8124.000000000000,8124.0,8103.88,8110.970000000000,12.795483600000003
2019-09-29 19:15,8105.000000000000,8111.32,8100.53,8110.410000000000,2.25959624
2019-09-29 19:20,8100.540000000000,8106.2,8093.86,8096.180000000000,5.550002090000002
2019-09-29 19:25,8104.770000000000,8104.77,8083.68,8099.780000000000,15.82428517
2019-09-29 19:30,8105.000000000000,8113.74,8097.56,8101.130000000000,9.44024072
2019-09-29 19:35,8109.890000000000,8111.41,8100.64,8106.890000000000,3.5266879399999986
2019-09-29 19:40,8101.700000000000,8108.14,8089.51,8098.600000000000,2.6632938299999993
2019-09-29 19:45,8089.520000000000,8095.11,8075.73,8083.290000000000,34.64357398999999
2019-09-29 19:50,8091.460000000000,8093.15,8060.49,8076.450000000000,29.087143119999993
2019-09-29 19:55,8086.370000000000,8089.67,8068.35,8073.430000000000,9.043223759999995
2019-09-29 20:00,8082.570000000000,8094.01,8075.09,8083.050000000000,11.18289043
2019-09-29 20:05,8096.530000000000,8100.0,8080.15,8080.240000000000,2.8731954200000005
2019-09-29 20:10,8079.390000000000,8096.48,8047.95,8084.590000000000,46.696381909999985
2019-09-29 20:15,8096.460000000000,8111.17,8084.86,8095.640000000000,21.824890410000002
2019-09-29 20:20,8110.410000000000,8116.56,8098.44,8098.440000000000,13.582155659999998
2019-09-29 20:25,8114.520000000000,8114.52,8088.99,8090.110000000000,11.52217652
2019-09-29 20:30,8100.980000000000,8100.99,8086.95,8086.950000000000,3.2652384299999997
2019-09-29 20:35,8093.660000000000,8093.66,8071.16,8080.080000000000,4.54327274
2019-09-29 20:40,8080.790000000000,8091.09,8070.64,8081.160000000000,4.79560398
2019-09-29 20:45,8081.280000000000,8095.81,8081.28,8085.500000000000,4.252935439999999
2019-09-29 20:50,8086.750000000000,8092.91,8072.38,8073.630000000000,4.005426550000001
2019-09-29 20:55,8088.130000000000,8090.28,8061.0,8081.050000000000,37.72767552000001
2019-09-29 21:00,8092.900000000000,8101.0,8083.99,8093.850000000000,11.153344099999996
2019-09-29 21:05,8094.760000000000,8101.0,8087.5,8098.960000000000,4.18959122
2019-09-29 21:10,8084.800000000000,8093.48,8084.73,8089.060000000000,1.5379170199999999
2019-09-29 21:15,8097.080000000000,8100.42,8081.01,8081.100000000000,5.204820229999998
2019-09-29 21:20,8091.040000000000,8100.0,8053.0,8068.600000000000,103.49857277000002
2019-09-29 21:25,8068.600000000000,8097.6,8050.0,8050.000000000000,80.37462708000001
2019-09-29 21:30,8047.180000000000,8065.4,8029.14,8045.950000000000,79.99966977999999
2019-09-29 21:35,8051.700000000000,8061.06,8009.22,8036.950000000000,102.33324964000003
2019-09-29 21:40,8036.950000000000,8040.82,7929.53,7956.890000000000,159.6930571800001
2019-09-29 21:45,7952.040000000000,8000.0,7947.82,7999.950000000000,62.86283545000001
2019-09-29 21:50,7993.080000000000,8014.51,7981.14,7985.850000000000,10.42883045
2019-09-29 21:55,7993.200000000000,7995.0,7966.8,7995.000000000000,8.174717359999999
2019-09-29 22:00,7989.600000000000,8010.41,7989.6,7999.690000000000,16.54850619
2019-09-29 22:05,7999.770000000000,8000.02,7975.36,7976.160000000000,8.519851139999998
2019-09-29 22:10,7980.000000000000,7998.32,7975.11,7988.310000000000,14.951525899999998
2019-09-29 22:15,7976.110000000000,7994.68,7976.11,7994.680000000000,4.418150130000001
2019-09-29 22:20,7983.800000000000,8066.39,7983.8,8020.000000000000,73.85936850999997
2019-09-29 22:25,8014.320000000000,8020.72,8005.09,8008.830000000000,8.69254014
2019-09-29 22:30,8018.840000000000,8018.84,7993.84,7995.250000000000,10.290082889999999
2019-09-29 22:35,7995.250000000000,8023.97,7993.25,8013.580000000000,29.434969089999996
2019-09-29 22:40,8012.490000000000,8023.32,8000.07,8014.210000000000,9.77044275
2019-09-29 22:45,8014.210000000000,8026.08,8010.62,8011.730000000000,11.286301619999998
2019-09-29 22:50,8012.390000000000,8022.58,8001.84,8001.840000000000,5.7510372400000005
2019-09-29 22:55,8009.610000000000,8009.67,7983.26,7983.260000000000,34.547744319999985
2019-09-29 23:00,7983.090000000000,8012.37,7983.01,8003.190000000000,19.80228496
2019-09-29 23:05,8007.440000000000,8007.44,7993.0,7993.090000000000,16.211643939999995
2019-09-29 23:10,7999.350000000000,8004.24,7991.51,7994.560000000000,8.71619934
2019-09-29 23:15,7994.560000000000,8012.3,7994.1,8004.400000000000,6.6358426500000025
2019-09-29 23:20,8006.400000000000,8025.33,8004.73,8010.700000000000,18.087661859999997
2019-09-29 23:25,8014.260000000000,8022.6,8009.62,8011.460000000000,3.0024244899999997
2019-09-29 23:30,8020.410000000000,8039.18,8005.04,8030.000000000000,37.505628789999996
2019-09-29 23:35,8030.000000000000,8036.29,8015.99,8016.060000000000,2.9008864499999993
2019-09-29 23:40,8016.080000000000,8024.89,8005.51,8012.330000000000,16.23049766
2019-09-29 23:45,8017.780000000000,8017.78,8004.26,8010.000000000000,8.536251690000002
2019-09-29 23:50,8010.000000000000,8014.93,8004.26,8005.000000000000,2.5985231100000004
2019-09-29 23:55,8005.000000000000,8005.0,7985.0,8000.200000000000,58.373587889999975
2019-09-30 00:00,7986.590000000000,8000.36,7973.52,7980.160000000000,23.121783370000003
